,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000196123,301.8965388,-0.933107733,0.289403876,-3.224240623,0.001263072,0.012717045
ENSG00000196136,17.9006417,1.590744485,0.610291412,2.60653264,0.009146411,0.059495285
ENSG00000196139,1847.644833,-0.595441911,0.258760134,-2.301134654,0.021384021,0.111871235
ENSG00000196141,4143.319327,0.020810289,0.127984566,0.16259999,0.870833395,0.958770595
ENSG00000196150,150.9382125,-0.572234201,0.15536018,-3.683274581,0.000230257,0.003124673
ENSG00000196151,118.1321184,-0.283505193,0.318404294,-0.890393748,0.373254498,0.678393366
ENSG00000196152,134.7421831,-0.797748071,0.147070083,-5.424271584,5.82E-08,2.24E-06
ENSG00000196154,3778.528929,-0.258716245,0.244478785,-1.058235973,0.289947875,0.596388919
ENSG00000196155,242.4397403,-1.367773496,0.226575627,-6.036719455,1.57E-09,8.86E-08
ENSG00000196159,2977.658114,0.430415919,0.111552311,3.858422234,0.000114121,0.001712751
ENSG00000196167,4.148353578,-0.502310702,0.950685161,-0.528367037,0.597244611,0.836560395
ENSG00000196172,33.35545437,-0.096197498,0.265236099,-0.362686295,0.716839239,0.90223461
ENSG00000196177,572.8249825,0.370926055,0.14465677,2.564180399,0.010341978,0.065603692
ENSG00000196182,611.4359934,-0.353813884,0.164999345,-2.144335082,0.032006048,0.149781797
ENSG00000196183,69.70987959,-0.179108235,0.24653131,-0.726513135,0.467524258,0.752392207
ENSG00000196187,679.7646136,0.020794747,0.181195904,0.114763891,0.90863227,0.973320401
ENSG00000196189,33.57346634,-0.622736378,0.284420387,-2.189492757,0.028561044,0.138117551
ENSG00000196196,27.96386851,1.373985599,0.459177376,2.992276344,0.002769055,0.023794748
ENSG00000196199,1230.89885,-0.044222389,0.120153305,-0.368049708,0.71283617,0.900643435
ENSG00000196204,209.9546619,0.181481357,0.162390982,1.117558098,0.263755773,0.566355243
ENSG00000196205,104448.7514,-0.174761661,0.145855276,-1.198185391,0.230844851,0.529014169
ENSG00000196208,13.96316292,-0.879703626,0.46084927,-1.908874948,0.056278225,0.220737704
ENSG00000196214,234.280042,-0.596998919,0.180135307,-3.314169386,0.000919158,0.009814809
ENSG00000196218,1.918452396,0.190451507,1.0692989,0.178108766,0.858637558,NA
ENSG00000196220,94.40381091,-0.710669146,0.379644522,-1.871933098,0.06121586,0.233296784
ENSG00000196227,328.1990855,-0.048348459,0.139612252,-0.346305273,0.729113306,0.907578837
ENSG00000196230,7908.086707,-1.159693745,0.254608891,-4.554804581,5.24E-06,0.000120097
ENSG00000196233,343.5955752,0.239745579,0.122037112,1.964530094,0.04946865,0.201540971
ENSG00000196235,2615.547761,-0.042629077,0.061186622,-0.696705849,0.485986898,0.766613733
ENSG00000196236,303.0750339,-0.020275594,0.170311208,-0.119050264,0.905235534,0.972223424
ENSG00000196247,94.54927609,-0.39336501,0.297512406,-1.32218019,0.186108156,0.4649536
ENSG00000196262,9560.731679,0.157003229,0.1204009,1.304003782,0.192232293,0.474397972
ENSG00000196263,279.3031506,-0.127876558,0.194308809,-0.658109936,0.510467492,0.784597184
ENSG00000196267,75.7367283,-0.25077901,0.206649998,-1.213544702,0.224921635,0.520344151
ENSG00000196268,116.5234099,-0.135707136,0.195575516,-0.693886119,0.48775363,0.767888275
ENSG00000196275,1012.349808,0.043622377,0.116348126,0.374929774,0.707712695,0.898921743
ENSG00000196284,92.20289959,0.072099304,0.21912499,0.329032779,0.742130912,0.912940862
ENSG00000196290,275.374176,-0.134475569,0.13649192,-0.985227324,0.324512422,0.633174004
ENSG00000196295,348.4922898,-0.4339372,0.131669525,-3.295654019,0.000981929,0.010398054
ENSG00000196296,9.537861441,0.312884456,0.522781874,0.598499052,0.549506992,0.807523645
ENSG00000196302,35.13575405,-0.692235773,0.354543591,-1.952470132,0.050882414,0.205392295
ENSG00000196305,2973.212045,-0.64169157,0.168922751,-3.798727919,0.000145441,0.002120578
ENSG00000196312,112.5360239,0.08820009,0.180361727,0.489017773,0.624829114,0.851268572
ENSG00000196313,1334.8062,0.143253571,0.083840107,1.708652048,0.087515421,0.294948112
ENSG00000196323,2209.298991,0.074194601,0.139858575,0.530497334,0.595767157,0.835405602
ENSG00000196331,1.86737889,0.19761691,1.19813452,0.164937164,0.86899344,NA
ENSG00000196337,1.80072273,-1.907321105,1.217006137,-1.567223901,0.117062366,NA
ENSG00000196338,39.85522619,-0.395066898,0.287097264,-1.376073364,0.168798921,0.4404126
ENSG00000196344,1.663738805,-0.484285667,1.298677636,-0.372906758,0.709217842,NA
ENSG00000196345,83.29932185,-0.680371259,0.215355704,-3.159290637,0.001581537,0.015208356
ENSG00000196352,1278.316291,0.117564091,0.179284883,0.655739005,0.511992068,0.785916956
ENSG00000196353,1.199236671,-1.158037332,1.423648779,-0.81342909,0.415972086,NA
ENSG00000196355,7.325319246,-1.100732579,0.782909644,-1.405950977,0.159738682,0.426103007
ENSG00000196357,52.14712372,0.001128896,0.225540714,0.005005287,0.996006376,0.999265464
ENSG00000196358,66.05974787,0.162780185,0.246089505,0.6614674,0.508312614,0.78285329
ENSG00000196363,607.802307,0.246998616,0.105913016,2.332089339,0.019695992,0.105191905
ENSG00000196365,1214.548868,-0.307187139,0.153742963,-1.998056573,0.045710527,0.190831865
ENSG00000196366,3.325730499,0.317090791,0.878220978,0.36106037,0.718054318,NA
ENSG00000196367,2088.626626,-0.138533233,0.156219078,-0.886788187,0.375192949,0.68049155
ENSG00000196368,213.7185342,-0.124429994,0.155816956,-0.798565167,0.424542592,0.720482152
ENSG00000196369,485.6408155,-0.273194987,0.115227783,-2.370912456,0.017744233,0.097686116
ENSG00000196371,160.1982974,0.560911344,0.20065888,2.795347728,0.005184392,0.038319084
ENSG00000196372,279.9175902,0.885723995,0.155256965,5.704890564,1.16E-08,5.29E-07
ENSG00000196378,65.96744755,0.005956145,0.237666018,0.025060987,0.980006318,0.994767181
ENSG00000196381,11.61565006,-0.437887989,0.490565749,-0.89261835,0.372061589,0.67722785
ENSG00000196387,225.0987772,-0.238180871,0.176337888,-1.35070729,0.176789216,0.452471034
ENSG00000196388,81.36669548,0.108410797,0.257501365,0.421010572,0.673747362,0.881134061
ENSG00000196391,19.48483444,-0.646274436,0.386761256,-1.670990633,0.094723528,0.310932935
ENSG00000196396,732.2365601,0.130872034,0.119821263,1.092227129,0.274733281,0.579321352
ENSG00000196405,863.480016,-0.41458598,0.145191872,-2.855435186,0.004297789,0.033197899
ENSG00000196407,19.32104624,-0.78738633,0.575815678,-1.367427739,0.171491273,0.444620656
ENSG00000196409,116.5992335,-0.553919563,0.158746451,-3.489335088,0.000484224,0.00583572
ENSG00000196411,1152.038584,-0.927066719,0.206485217,-4.489748634,7.13E-06,0.000157072
ENSG00000196417,159.371376,0.136594133,0.169682531,0.804998201,0.420820718,0.717804142
ENSG00000196418,29.94495854,0.239950537,0.40085021,0.598603994,0.549436992,0.807523645
ENSG00000196419,4671.915359,-0.039598243,0.089249736,-0.443679102,0.657274606,0.870620262
ENSG00000196420,3.402675595,0.416199878,0.920520002,0.452135615,0.651171288,NA
ENSG00000196421,5.784162581,0.1788575,0.636439795,0.281028153,0.778688807,0.92601071
ENSG00000196422,225.9873352,-0.170055129,0.158212321,-1.074853893,0.282440147,0.588452584
ENSG00000196428,806.4369438,-0.193735109,0.145499039,-1.331521565,0.183017454,0.460774798
ENSG00000196436,30.47894798,0.325598633,0.789509099,0.412406435,0.680041547,0.884110094
ENSG00000196437,104.5090576,-0.427068497,0.204192036,-2.09150418,0.036482892,0.163683719
ENSG00000196440,267.5755397,-0.257123268,0.142715795,-1.80164549,0.071601199,0.258544859
ENSG00000196449,71.91127736,0.271773506,0.191604987,1.418405184,0.156072503,0.420853646
ENSG00000196453,328.7586758,-0.158677797,0.127191491,-1.247550414,0.212195747,0.503100899
ENSG00000196455,730.1940862,0.104188304,0.103597325,1.005704579,0.3145577,0.62301357
ENSG00000196456,253.6493996,-0.044297673,0.125874555,-0.351919205,0.724898856,0.90621084
ENSG00000196458,421.597503,-0.197071875,0.133360263,-1.4777406,0.139477223,0.394542713
ENSG00000196459,245.0433224,-0.490686015,0.259259058,-1.89264753,0.058404758,0.22633073
ENSG00000196460,180.7832864,-0.342088815,0.265267348,-1.289600162,0.197189519,0.481725259
ENSG00000196465,760.0546619,-0.417140056,0.130507273,-3.196297396,0.001392036,0.013759707
ENSG00000196466,34.35474099,-0.147721534,0.275382779,-0.536422554,0.591666547,0.832610382
ENSG00000196470,110.4604756,-0.117979399,0.163715619,-0.720636183,0.471133386,0.754953124
ENSG00000196476,124.729574,-1.057736986,0.18304339,-5.778613387,7.53E-09,3.57E-07
ENSG00000196482,2.366615392,0.605152756,1.05753524,0.5722294,0.567166572,NA
ENSG00000196497,1.631724137,-0.192152255,1.385321909,-0.138705851,0.889682594,NA
ENSG00000196498,4171.640184,0.136542249,0.14975542,0.911768326,0.361890687,0.668628174
ENSG00000196502,70.98789212,-0.159363975,0.212670857,-0.749345619,0.453648919,0.742245203
ENSG00000196503,4.078535381,-1.715431418,0.953098417,-1.799847097,0.071884785,0.259255447
ENSG00000196504,1953.552089,0.045915024,0.122612868,0.374471499,0.708053557,0.898921743
ENSG00000196505,225.327362,-0.111891905,0.12552998,-0.891356034,0.372738197,0.677860923
ENSG00000196507,988.8419829,1.054833071,0.174370274,6.049385883,1.45E-09,8.31E-08
ENSG00000196510,478.7531871,-0.000273515,0.162963886,-0.001678378,0.998660849,0.999944552
ENSG00000196511,51.35698653,-1.051967473,0.279847137,-3.759078916,0.00017054,0.002412054
ENSG00000196517,229.6380499,-2.216939246,0.166828413,-13.28873908,2.69E-40,4.13E-37
ENSG00000196526,1845.321804,-0.599270125,0.142082125,-4.21777283,2.47E-05,0.000465998
ENSG00000196531,8867.826276,-0.086536465,0.064561348,-1.340375754,0.180123214,0.457037174
ENSG00000196535,1287.321685,-0.367043707,0.135121421,-2.716399108,0.006599631,0.046227539
ENSG00000196544,117.271515,0.039213919,0.227169433,0.172619698,0.862950367,0.956978929
ENSG00000196547,907.6019467,-0.039037157,0.117647594,-0.331814328,0.740029464,0.912048415
ENSG00000196549,9349.722801,-0.097181273,0.152195824,-0.638527854,0.523130128,0.791662066
ENSG00000196550,56.48297814,-0.076606393,0.239245615,-0.320199779,0.748816891,0.915643485
ENSG00000196557,46.79503073,-0.687881155,1.437988788,-0.478363365,0.632391604,0.856412074
ENSG00000196559,7.081226867,-0.456247356,0.608190799,-0.750171422,0.453151468,0.741824544
ENSG00000196562,2275.272538,-0.814408402,0.424009431,-1.920731812,0.054765527,0.216464301
ENSG00000196565,1.901675497,0.312476656,1.369175732,0.228222462,0.8194733,NA
ENSG00000196569,17178.40056,2.070824831,0.294833825,7.023701678,2.16E-12,2.27E-10
ENSG00000196576,10186.63859,-0.295297335,0.160546731,-1.839323252,0.065867655,0.244595147
ENSG00000196584,15.6035347,-0.112485456,0.372909584,-0.301642704,0.76292445,0.920477871
ENSG00000196586,1513.456174,0.178094124,0.158166321,1.12599271,0.260168605,0.56277755
ENSG00000196588,1018.855453,0.392396765,0.138288577,2.837521178,0.004546533,0.034682853
ENSG00000196591,1287.137021,-0.297397025,0.120986585,-2.458099177,0.01396746,0.081942001
ENSG00000196593,1.291816687,-1.332681227,1.608022564,-0.828770228,0.407234438,NA
ENSG00000196597,51.10295865,0.143840093,0.248111084,0.579740695,0.562089496,0.814629423
ENSG00000196604,2.018878454,1.222377464,1.232575481,0.991726253,0.321331081,NA
ENSG00000196605,158.1288097,-0.343578756,0.160767402,-2.137117048,0.032588473,0.151736214
ENSG00000196611,520.3601242,-0.810094523,0.789079458,-1.026632381,0.3045936,0.611974311
ENSG00000196616,46331.46089,1.193805596,0.193647479,6.164839321,7.06E-10,4.33E-08
ENSG00000196622,17.64552626,-0.074791807,0.508295553,-0.14714236,0.883019655,0.963839098
ENSG00000196628,1783.085483,-0.11305304,0.08246504,-1.370920806,0.170399645,0.442850124
ENSG00000196632,30.70450691,0.345710373,0.414756621,0.833525869,0.404548215,0.704071117
ENSG00000196636,87.17226765,0.057634874,0.242082313,0.238079657,0.811819312,0.939402579
ENSG00000196639,685.3550873,-0.683752714,0.131701926,-5.19166828,2.08E-07,6.89E-06
ENSG00000196642,1115.042705,0.030246052,0.109089774,0.277258361,0.78158173,0.927753956
ENSG00000196644,369.4202407,-0.04345138,0.117543424,-0.369662365,0.711634077,0.900174579
ENSG00000196646,145.2451878,-0.08264579,0.166841064,-0.495356406,0.620348561,0.849208905
ENSG00000196648,224.2412007,-0.076963117,0.166655487,-0.461809682,0.644217807,0.862846092
ENSG00000196652,392.7241789,-0.099644691,0.127351806,-0.782436421,0.433958137,0.727912709
ENSG00000196653,95.19657853,-0.052800818,0.191682832,-0.275459294,0.782963395,0.927909048
ENSG00000196655,405.4847102,0.268017631,0.106966291,2.505627042,0.012223448,0.0742642
ENSG00000196656,1393.585282,-0.090180624,0.594609033,-0.15166373,0.879452165,0.962221885
ENSG00000196659,107.4969373,-0.598616157,0.178512497,-3.353357145,0.000798376,0.008798382
ENSG00000196663,1352.547749,0.258587808,0.091663153,2.821066033,0.004786435,0.036123852
ENSG00000196666,2.828247815,-2.539111921,1.169021388,-2.171997833,0.029855826,NA
ENSG00000196668,20.80411925,-1.313146235,0.569381945,-2.306266027,0.021095772,0.110646154
ENSG00000196670,402.0384117,-0.211766976,0.168088516,-1.25985392,0.207722064,0.496044262
ENSG00000196678,212.2720194,-0.333567208,0.194174975,-1.717869197,0.085820476,0.290939631
ENSG00000196683,2240.803594,0.036216926,0.188027095,0.192615465,0.847260132,0.952402581
ENSG00000196689,2.819451757,0.103309175,0.87602252,0.117929817,0.906123268,NA
ENSG00000196693,259.9169185,-0.244271856,0.207893426,-1.17498596,0.240000333,0.54055848
ENSG00000196696,40.00171132,0.514988328,0.42434661,1.213603021,0.224899353,0.520344151
ENSG00000196700,897.9835199,-0.274139357,0.151892552,-1.804824222,0.071102193,0.257368846
ENSG00000196704,983.9426093,-0.082889352,0.113897185,-0.727755933,0.466763004,0.751875501
ENSG00000196705,102.5769944,-0.39745515,0.186961325,-2.125868276,0.033514229,0.154716603
ENSG00000196711,15.45571201,0.001775046,0.498232135,0.003562689,0.997157392,0.999525166
ENSG00000196712,2425.895567,-0.066626034,0.129576924,-0.514181321,0.607125226,0.841503164
ENSG00000196715,1018.604309,0.71360328,0.139274516,5.123717537,3.00E-07,9.48E-06
ENSG00000196724,67.10676106,-0.533295911,0.245710342,-2.170425172,0.029974652,0.142778895
ENSG00000196730,2088.209707,0.286337717,0.258372156,1.108237518,0.267759252,0.571221805
ENSG00000196739,439.381652,-0.975404203,0.333204673,-2.92734251,0.003418722,0.027930682
ENSG00000196741,20.61849488,-0.130264838,0.341001199,-0.382006978,0.702456189,0.896585133
ENSG00000196743,1505.127272,0.359008057,0.126490957,2.838211248,0.004536715,0.034651016
ENSG00000196747,3.848330924,-0.185542701,0.779178387,-0.238126088,0.811783301,NA
ENSG00000196754,17.59114104,-0.314998158,0.42077379,-0.748616395,0.454088447,0.742438401
ENSG00000196756,127.1959762,0.371430054,0.296459481,1.252886409,0.210247049,0.500219561
ENSG00000196757,111.2624315,-0.068946333,0.171861782,-0.401173156,0.688292643,0.888809192
ENSG00000196774,1.941125732,-2.033363779,1.342988519,-1.514058944,0.13001089,NA
ENSG00000196776,2189.745004,-0.127951422,0.114481989,-1.117655481,0.263714164,0.566355243
ENSG00000196781,1105.652116,0.892009041,0.251748493,3.543254737,0.000395221,0.004929907
ENSG00000196782,167.2675657,0.414569221,0.305240729,1.358171377,0.174409311,0.4495192
ENSG00000196787,35.99738753,-0.177864936,0.31763949,-0.559958512,0.575507737,0.82301584
ENSG00000196792,709.9961467,-0.064403157,0.114035509,-0.564764065,0.572234252,0.82146038
ENSG00000196793,51.88597362,-0.379327594,0.327752046,-1.157361483,0.247124704,0.547497765
ENSG00000196796,46.236233,0.143890712,0.256527349,0.560917629,0.574853692,0.822911282
ENSG00000196810,300.8100643,-0.456412201,0.114256206,-3.994638178,6.48E-05,0.00106248
ENSG00000196812,19.19044614,-0.016265042,0.362086633,-0.044920304,0.964170833,0.990261878
ENSG00000196814,195.9451046,-0.123061699,0.164552382,-0.747857294,0.454546239,0.742438401
ENSG00000196821,1880.750388,0.114063577,0.095731276,1.191497509,0.233458334,0.532417157
ENSG00000196834,2.181866286,2.301241846,1.350498781,1.70399402,0.088382205,NA
ENSG00000196839,106.0702121,-0.656382013,0.380013993,-1.727257484,0.084121431,0.287508566
ENSG00000196843,478.5258638,0.720581539,0.211116533,3.413193318,0.000642064,0.007352988
ENSG00000196850,520.9261711,1.179389486,0.185718946,6.350399416,2.15E-10,1.46E-08
ENSG00000196860,1.501830756,-0.315453799,1.238705076,-0.254664169,0.798982493,NA
ENSG00000196862,376.7114715,-0.048328197,0.217603204,-0.222093221,0.824241315,0.944753132
ENSG00000196865,426.0909096,-0.033439058,0.133104746,-0.251223636,0.801641212,0.936511001
ENSG00000196867,252.2385677,-0.037339167,0.126790327,-0.294495392,0.768379384,0.92228972
ENSG00000196873,450.871473,0.014358556,0.154795817,0.092758038,0.926095788,0.978716478
ENSG00000196876,544.5263549,-0.027093572,0.163662852,-0.165545033,0.868515008,0.957936264
ENSG00000196878,243.1751809,-0.710536676,0.271735769,-2.614807315,0.008927781,0.058465533
ENSG00000196911,210.8823482,-0.152204899,0.141530075,-1.075424422,0.282184753,0.588092028
ENSG00000196912,266.3263624,-0.440655467,0.116021303,-3.798056526,0.000145835,0.002124646
ENSG00000196914,5866.24164,0.317509003,0.099915466,3.177776347,0.001484092,0.014452433
ENSG00000196917,3.749987621,-1.140110538,0.972319548,-1.172567744,0.240969191,NA
ENSG00000196922,360.3134976,-0.07868738,0.330943482,-0.237766823,0.812061952,0.939506242
ENSG00000196923,3655.033898,0.590884195,0.207789432,2.843668172,0.004459747,0.034176544
ENSG00000196924,71951.10066,0.58298943,0.1530298,3.809646429,0.000139166,0.002038771
ENSG00000196927,2.664701082,-1.411468649,1.149064841,-1.228362924,0.219310759,NA
ENSG00000196932,68.82822807,-2.074150983,0.295665638,-7.015191192,2.30E-12,2.38E-10
ENSG00000196933,68.20712627,0.193814375,0.504687604,0.384028404,0.700957396,0.89596241
ENSG00000196934,15.67487031,0.003219752,0.507669112,0.006342225,0.994939671,0.998892062
ENSG00000196935,1362.172055,-0.181540723,0.189663143,-0.957174498,0.338479187,0.647392421
ENSG00000196937,1417.627199,0.446222256,0.252196822,1.769341311,0.076836933,0.270907932
ENSG00000196943,450.2961429,0.012636184,0.122852048,0.10285693,0.918076521,0.976739219
ENSG00000196950,808.739883,-1.222167117,0.23478316,-5.205514383,1.93E-07,6.42E-06
ENSG00000196951,8.833040925,0.000156061,0.595078954,0.000262252,0.999790753,0.999970598
ENSG00000196954,810.7686577,0.146305494,0.080782788,1.811097352,0.070125783,0.254657129
ENSG00000196960,18.88982665,0.761219358,0.464796426,1.637747872,0.1014743,0.325265315
ENSG00000196961,3872.237387,0.243782174,0.079879573,3.05187126,0.002274196,0.020387327
ENSG00000196963,89.57370576,-0.277341598,0.347636328,-0.797792335,0.42499101,0.720778178
ENSG00000196966,11.93974632,0.194851751,0.613965152,0.31736614,0.750965796,0.916680044
ENSG00000196967,245.4786492,-0.274867004,0.145076462,-1.894635427,0.058140718,0.225687462
ENSG00000196968,704.616442,0.306341868,0.099083694,3.091748541,0.001989813,0.018257305
ENSG00000196972,23.6230251,-0.149809597,0.359735753,-0.416443448,0.677085541,0.882353
ENSG00000196975,4908.817887,1.193317613,0.131535372,9.072218327,1.17E-19,3.21E-17
ENSG00000196976,160.2477487,-0.085906405,0.179938743,-0.477420282,0.633062875,0.856782942
ENSG00000196981,150.5904825,-0.207458997,0.142897277,-1.451805116,0.146555801,0.406037314
ENSG00000196993,38.9080312,-0.249537462,0.272002902,-0.917407353,0.358929221,0.66558828
ENSG00000196998,482.3468472,0.237236148,0.135936139,1.745202927,0.080949552,0.279941033
ENSG00000197006,1797.568497,-0.259328499,0.081540934,-3.180347438,0.001470986,0.014355168
ENSG00000197008,69.52739522,-0.668802395,0.207885205,-3.217171688,0.001294611,0.01296371
ENSG00000197013,106.4885108,-0.29819507,0.2238793,-1.331945696,0.182878034,0.460571525
ENSG00000197016,294.4165979,0.077481837,0.300166521,0.25812951,0.796306958,0.934066413
ENSG00000197019,219.7614259,0.02865094,0.151831253,0.188702518,0.850325978,0.953498081
ENSG00000197020,64.73010762,-0.192902269,0.227145998,-0.84924353,0.395745796,0.697183472
ENSG00000197021,323.3823289,0.039040039,0.146478842,0.266523401,0.789836139,0.930697099
ENSG00000197024,289.7237532,0.083394906,0.107101898,0.77865012,0.436185846,0.729684081
ENSG00000197037,216.130468,-0.066210863,0.126052873,-0.525262628,0.599400633,0.837761117
ENSG00000197043,14120.99459,0.921757953,0.096533657,9.548565608,1.32E-21,4.75E-19
ENSG00000197044,190.3604504,-0.368772427,0.131823487,-2.797471332,0.005150434,0.038160251
ENSG00000197045,1852.59974,0.629607668,0.118175891,5.327716718,9.95E-08,3.56E-06
ENSG00000197046,4.936339515,-2.696280495,0.909094001,-2.965898459,0.003018001,0.025285028
ENSG00000197050,103.7309179,0.097239888,0.169754826,0.572825467,0.566762874,0.817493406
ENSG00000197054,19.69501808,-0.138539675,0.556645967,-0.248882921,0.803451346,0.93702285
ENSG00000197056,213.1637715,-0.296056038,0.171786285,-1.723397408,0.084816683,0.289092002
ENSG00000197062,359.8057391,-0.53506897,0.141004142,-3.794703928,0.00014782,0.002148461
ENSG00000197063,739.1044909,0.19563421,0.162861165,1.201233021,0.229660824,0.527247626
ENSG00000197070,298.3274734,0.327157858,0.137040096,2.387314866,0.016971948,0.094737324
ENSG00000197077,8.92148209,-0.500559766,0.538794008,-0.929037365,0.352869722,0.660711331
ENSG00000197081,11985.24413,-0.129698369,0.106957423,-1.212616807,0.22527636,0.520659859
ENSG00000197083,35.45150941,-0.163084736,0.270983595,-0.601825124,0.54729055,0.806425295
ENSG00000197092,1.371981645,-0.041502542,1.418107407,-0.029266149,0.976652325,NA
ENSG00000197093,453.1850209,-0.378374171,0.218529825,-1.731453228,0.08337096,0.285898739
ENSG00000197102,16231.4716,-0.160302996,0.131933431,-1.215029392,0.224354882,0.519750301
ENSG00000197106,3.603826328,0.044851532,0.974233907,0.046037745,0.963280166,NA
ENSG00000197111,2563.895222,0.172645437,0.146759938,1.176379873,0.239443111,0.540162304
ENSG00000197114,60.50792094,-0.041616566,0.216549303,-0.19218056,0.847600773,0.952402581
ENSG00000197119,339.2079853,-0.638262966,0.192932456,-3.308219782,0.000938911,0.009994246
ENSG00000197121,368.3509166,-0.605732828,0.133641695,-4.532513806,5.83E-06,0.000131214
ENSG00000197122,1209.267289,0.22338634,0.121647077,1.836347791,0.066306236,0.245531738
ENSG00000197124,41.07347554,-0.758802644,0.278702229,-2.722628543,0.006476483,0.045660199
ENSG00000197128,121.4112489,-0.496550028,0.238678528,-2.080413482,0.037487624,0.166185506
ENSG00000197134,7.1774683,-0.420611037,0.697101266,-0.6033715,0.546261577,0.8053994
ENSG00000197136,1210.079884,0.031676737,0.118649038,0.266978455,0.78948575,0.930697099
ENSG00000197140,27.78790809,0.492020032,0.375170687,1.311456489,0.189703585,0.470807482
ENSG00000197142,106.3704354,-0.118697083,0.277021032,-0.428476791,0.668304028,0.878115908
ENSG00000197146,3.88377347,-1.127481235,0.842442945,-1.338347294,0.180783251,0.457297195
ENSG00000197147,23.69509079,0.037309605,0.345922353,0.107855432,0.914110371,0.975357544
ENSG00000197149,3.492255194,-0.207409149,1.117751986,-0.185559186,0.852790463,NA
ENSG00000197150,557.742664,0.017780167,0.123424604,0.144056909,0.885455531,0.964767982
ENSG00000197157,4744.425493,0.106156997,0.107046074,0.991694439,0.321346604,0.630000822
ENSG00000197162,91.45336173,-0.446701832,0.19868025,-2.248345427,0.024554172,0.124039322
ENSG00000197165,8.259655079,-0.717043111,0.516304457,-1.388798995,0.164893881,0.434036709
ENSG00000197168,4.721504745,0.999077563,0.894708692,1.116651232,0.264143477,0.566659149
ENSG00000197170,728.2946392,0.197845705,0.111933141,1.767534643,0.077138733,0.27162718
ENSG00000197180,24.84834961,-0.140426979,0.313366874,-0.448123239,0.654064257,0.868516967
ENSG00000197181,2.944203866,-1.113149101,0.891276522,-1.248937982,0.211687758,NA
ENSG00000197182,90.29055356,0.100091089,0.192338314,0.520390799,0.602791222,0.839349743
ENSG00000197183,169.0110299,-0.269795924,0.1701776,-1.585378587,0.112880343,0.34616012
ENSG00000197191,18.93017649,-0.078153602,0.427528254,-0.182803362,0.854952311,0.954746518
ENSG00000197208,16.93519866,-0.923044125,0.454157115,-2.032433481,0.042109792,0.180044535
ENSG00000197210,18.11303847,1.899457215,0.638673444,2.974066375,0.002938815,0.024802144
ENSG00000197217,1667.226564,0.58933923,0.128855408,4.573647636,4.79E-06,0.000110602
ENSG00000197223,265.5118285,0.305631688,0.203030923,1.505345506,0.132235271,0.381687786
ENSG00000197226,4898.700557,0.122413949,0.142259276,0.860498887,0.389514097,0.692097847
ENSG00000197238,13.22123044,-0.304600161,0.519267251,-0.586596132,0.557474981,0.811937708
ENSG00000197256,17278.95418,0.237046823,0.14604696,1.623086321,0.104570953,0.331730766
ENSG00000197258,1676.634733,-0.089790934,0.092521905,-0.970482978,0.331805806,0.641491224
ENSG00000197265,539.0105172,0.298236051,0.102684981,2.904378486,0.00367983,0.02950112
ENSG00000197275,15.31319414,0.437694098,0.387112619,1.130663472,0.258196761,0.560949021
ENSG00000197279,10.24090708,-0.601777462,0.52180397,-1.153263479,0.248802255,0.549363733
ENSG00000197283,702.4269908,-0.225239367,0.122250741,-1.842437645,0.06541116,0.243391898
ENSG00000197284,5.188443179,0.081838041,0.78233808,0.104607002,0.916687658,0.976446276
ENSG00000197291,2.817518503,-0.281533498,1.152857184,-0.244205008,0.807072048,NA
ENSG00000197296,307.2315693,0.294862661,0.14609791,2.018253799,0.043564836,0.183960368
ENSG00000197299,8.457030595,-0.729690831,0.627347174,-1.163137194,0.244773844,0.546089305
ENSG00000197301,209.3710852,2.312917538,0.323303744,7.154007903,8.43E-13,9.70E-11
ENSG00000197302,257.2085515,0.17430274,0.140054838,1.24453209,0.213303796,0.504493888
ENSG00000197312,476.4582501,1.061470594,0.198873387,5.337418985,9.43E-08,3.40E-06
ENSG00000197321,8190.090387,-0.510979015,0.077797137,-6.568095364,5.10E-11,3.99E-09
ENSG00000197323,884.0974146,-0.042011803,0.088212287,-0.476257951,0.633890618,0.857274283
ENSG00000197324,12829.4092,0.25267866,0.117960127,2.142068398,0.032187978,0.150403863
ENSG00000197329,91.03146755,-0.206488262,0.216216508,-0.955006925,0.339574195,0.648577744
ENSG00000197332,3.750179182,0.271901626,0.845909327,0.321431171,0.747883664,NA
ENSG00000197334,1.955036005,-0.361159246,1.336403283,-0.2702472,0.786970082,NA
ENSG00000197343,1234.804858,0.118315096,0.082856062,1.427959451,0.15330353,0.416722993
ENSG00000197345,305.9161799,0.045211825,0.182582763,0.247623731,0.804425547,0.937119786
ENSG00000197355,673.9287645,-0.23918589,0.281574378,-0.849459001,0.395625934,0.697183472
ENSG00000197358,330.7501826,0.518571842,0.310275927,1.671324766,0.094657547,0.310827163
ENSG00000197361,5.816679013,0.326778545,0.6637255,0.492339898,0.62247908,0.850377612
ENSG00000197362,75.90860416,-0.322075088,0.22188552,-1.451537206,0.14663033,0.406037314
ENSG00000197363,214.2891094,0.077989619,0.15597615,0.5000099,0.617068107,0.847520333
ENSG00000197372,66.88593688,-0.597841444,0.242666586,-2.463633141,0.01375368,0.081158063
ENSG00000197375,118.8061534,-0.414655219,0.167058207,-2.48210026,0.013061052,0.078268556
